PREDATOR,PREY,source,pred_lifestage,prey_lifestage,area,ref,notes,Quality,yref,nref
Merlangius merlangus,Echinocardium cordatum,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,8
Merlangius merlangus,Enchelyopus cimbrius,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,7
Merlangius merlangus,Engraulis encrasicolus,Dapstom,NA,NA,Celtic Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,5
Merlangius merlangus,Gadus morhua,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,6
Merlangius merlangus,Hippoglossoides platessoides,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,8
Merlangius merlangus,Hippolyte varians,Diet,juveniles,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.",NA,1,1964,4
Merlangius merlangus,Hyperoplus lanceolatus,Diet,juveniles,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.",NA,1,1964,5
Merlangius merlangus,Limanda limanda,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,9
Merlangius merlangus,Liocarcinus depurator,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Merlangius merlangus,Liocarcinus holsatus,Diet,adults,NA,Irish Sea,"Patterson, K. R. (1985). The trophic ecology of whiting (Merlangius merlangus) in the Irish Sea and its significance to the Manx herring stock. ICES Journal of Marine Science, 42(2), 152-161.","Feeds on several species that belongs or belonged to genus ""Liocarcinus"" ",4,1985,2
Merlangius merlangus,Loligo vulgaris,Dapstom,NA,NA,Celtic Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,4
Merlangius merlangus,Merlangius merlangus,Diet,juveniles,NA,English Channel,"Lebour, M. V. (1920). The food of young fish no. III (1919). Journal of the Marine Biological Association of the United Kingdom, 12(2), 261-324.",NA,1,1920,9
Merlangius merlangus,Microstomus kitt,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,5
Merlangius merlangus,Mullus surmuletus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,3
Merlangius merlangus,Ophiura albida,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,15
Merlangius merlangus,Pagurus bernhardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,9
Merlangius merlangus,Pandalina brevirostris,Diet,juveniles,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.",NA,1,1964,7
Merlangius merlangus,Philocheras bispinosus bispinosus,Diet,juveniles,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.","Feeds on several species that belongs or belonged to genus ""Philocheras""",4,1964,4
Merlangius merlangus,Platichthys flesus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,3
Merlangius merlangus,Pleuronectes platessa,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Merlangius merlangus,Pomatoschistus minutus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",Prey: Gobius minutus,1,1940,11
Merlangius merlangus,Processa modica modica,Diet,juveniles,NA,Irish Sea,"Patterson, K. R. (1985). The trophic ecology of whiting (Merlangius merlangus) in the Irish Sea and its significance to the Manx herring stock. ICES Journal of Marine Science, 42(2), 152-161.","Feeds on several species that belongs or belonged to genus ""Processa"" ",4,1985,3
Merlangius merlangus,Processa nouveli holthuisi,Diet,juveniles,NA,Irish Sea,"Patterson, K. R. (1985). The trophic ecology of whiting (Merlangius merlangus) in the Irish Sea and its significance to the Manx herring stock. ICES Journal of Marine Science, 42(2), 152-161.","Feeds on several species that belongs or belonged to genus ""Processa"" ",4,1985,3
Merlangius merlangus,Scomber scombrus,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,8
Merlangius merlangus,Scophthalmus maximus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Merlangius merlangus,Solea solea,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,8
Merlangius merlangus,Sprattus sprattus,Diet,juveniles,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.",NA,1,1964,11
Merlangius merlangus,Trachurus trachurus,Diet,NA,NA,North Sea,"Hislop, J. R. G., Robb, A. P., Bell, M. A., & Armstrong, D. W. (1991). The diet and food consumption of whiting (Merlangius merlangus) in the North Sea. ICES Journal of Marine Science, 48(2), 139-156.",NA,1,1991,8
Merlangius merlangus,Turritella communis,Diet,adults,NA,Irish Sea,"Nagabhushanam, A. K. (1964). On the biology of the whiting, Gadus merlangus, in Manx waters. Journal of the Marine Biological Association of the United Kingdom, 44(1), 177-202.",NA,1,1964,9
Microstomus kitt,Aphrodita aculeata,GlobiDataBase,NA,NA,NA,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",NA,4,2014,1
Microstomus kitt,Ophiura albida,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,4
Microstomus kitt,Pagurus bernhardus,GlobiDataBase,NA,NA,NA,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",NA,4,2014,2
Mullus surmuletus,Callionymus lyra,Diet,NA,NA,North Sea,"Daly, H. I. et al. (2001). Cephalopod consumption by trawl caught fish in Scottish and English Channel waters. Fisheries Research, 52(1-2), 51–64.","Feeds on several species that belongs or belonged to ""Callionymidae""",4,2001,3
Mullus surmuletus,Crangon crangon,Diet,NA,NA,Mediterranean Sea,"Cherif, M. et al. (2008). Régime alimentaire de rouget de roche (mullus surmuletus l, 1758) des cotes nord Tunisiennes. - Bull. Inst. Natn. Scien. Tech. Mer de Salammbô 35: 39–47pp.",[1] From different region / [2] Q2,4,2008,2
Mullus surmuletus,Liocarcinus depurator,Diet,NA,NA,Mediterranean Sea,"Cherif, M. et al. (2008). Régime alimentaire de rouget de roche (mullus surmuletus l, 1758) des cotes nord Tunisiennes. - Bull. Inst. Natn. Scien. Tech. Mer de Salammbô 35: 39–47pp.","[1] From different region / [2] Q4 / [3] Feeds on several species that belongs or belonged to genus ""Portunus"", not included in our species list",4,2008,1
Mullus surmuletus,Liocarcinus holsatus,Diet,NA,NA,Mediterranean Sea,"Cherif, M. et al. (2008). Régime alimentaire de rouget de roche (mullus surmuletus l, 1758) des cotes nord Tunisiennes. - Bull. Inst. Natn. Scien. Tech. Mer de Salammbô 35: 39–47pp.","[1] From different region / [2] Q4 / [3] Feeds on several species that belongs or belonged to genus ""Portunus"", not included in our species list",4,2008,1
Mullus surmuletus,Pagurus bernhardus,Diet,NA,NA,Mediterranean Sea,"Cherif, M. et al. (2008). Régime alimentaire de rouget de roche (mullus surmuletus l, 1758) des cotes nord Tunisiennes. - Bull. Inst. Natn. Scien. Tech. Mer de Salammbô 35: 39–47pp.","[1] From different region / [2] Q4 / [3] Feeds on several species that belongs or belonged to genus ""Pagurus""",4,2008,1
Mullus surmuletus,Processa modica modica,SeaLifeBase,NA,NA,NA,"Palomares, M.L.D. and D. Pauly. Editors. (2018). SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (02/2018).","""Mullus surmuletus"" was previously considered a subspecies of ""Mullus barbatus"" which feeds on at least another species of ""Processa"".",4,2018,1
Mullus surmuletus,Processa nouveli holthuisi,SeaLifeBase,NA,NA,NA,"Palomares, M.L.D. and D. Pauly. Editors. (2018). SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (02/2018).","""Mullus surmuletus"" was previously considered a subspecies of ""Mullus barbatus"" which feeds on at least another species of ""Processa"".",4,2018,1
Mullus surmuletus,Turritella communis,Diet,NA,NA,Mediterranean Sea,"Cherif, M. et al. (2008). Régime alimentaire de rouget de roche (mullus surmuletus l, 1758) des cotes nord Tunisiennes. - Bull. Inst. Natn. Scien. Tech. Mer de Salammbô 35: 39–47pp.","[1] From different region / [2] Q4 / [3] Feeds on several species that belongs or belonged to genus ""Turritella""",4,2008,4
Myoxocephalus scorpius,Agonus cataphractus,FishBase,juveniles,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Myoxocephalus scorpius,Buglossidium luteum,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Myoxocephalus scorpius,Callionymus lyra,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Myoxocephalus scorpius,Clupea harengus,FishBase,juveniles,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,5
Myoxocephalus scorpius,Corystes cassivelaunus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Myoxocephalus scorpius,Crangon allmanni,FishBase,juveniles,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,5
Myoxocephalus scorpius,Crangon crangon,Diet,NA,NA,North Sea,"Groenewold, S., & Fonds, M. (2000). Effects on benthic scavengers of discards and damaged benthos produced by the beam-trawl fishery in the southern North Sea. ICES Journal of marine Science, 57(5), 1395-1406.",NA,1,2000,5
Myoxocephalus scorpius,Limanda limanda,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,3
Myoxocephalus scorpius,Liocarcinus holsatus,GlobiDataBase,NA,NA,North Sea,"Ebeling, E., & Alshuth, S. (1989). Food preferences and diseases of Myoxocephalus scorpius in the German Bight. ICES CM. 1989/G:48, demersal Fish Committee, Ref. MEQC.",NA,4,1989,2
Myoxocephalus scorpius,Myoxocephalus scorpius,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).","Feeds on at least one species that belongs or belonged to genus ""Myoxocephalus""",4,2018,2
Myoxocephalus scorpius,Pagurus bernhardus,GlobiDataBase,NA,NA,NA,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",NA,4,2014,2
Myoxocephalus scorpius,Philocheras bispinosus bispinosus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).","Feeds on several species that belongs or belonged to genus ""Crangon""",4,2018,1
Myoxocephalus scorpius,Pleuronectes platessa,GlobiDataBase,NA,NA,North Sea,"Gibson, R. N., & Robb, L. (1996). Piscine predation on juvenile fishes on a Scottish sandy beach. Journal of fish biology, 49(1), 120-138.",NA,4,1996,1
Myoxocephalus scorpius,Pomatoschistus minutus,Diet,NA,NA,North Sea,"Groenewold, S., & Fonds, M. (2000). Effects on benthic scavengers of discards and damaged benthos produced by the beam-trawl fishery in the southern North Sea. ICES Journal of marine Science, 57(5), 1395-1406.",NA,1,2000,5
Myoxocephalus scorpius,Sprattus sprattus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Ophiura albida,Detritus,Diet,NA,NA,Norwegian Sea,"Skjæveland, S. H. (1973). Ecology of echinoderms in Borgenfjorden, North-Trøndelag, Norway.",NA,1,1973,4
Ophiura albida,Macroalgae,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,2
Ophiura albida,Macrophyta,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,2
Ophiura albida,Microalgae,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,2
Ophiura albida,Phytoplankton,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,2
Ophiura albida,Turritella communis,Diet,NA,NA,Norwegian Sea,"Skjæveland, S. H. (1973). Ecology of echinoderms in Borgenfjorden, North-Trøndelag, Norway.",NA,1,1973,1
Ophiura albida,Zooplankton,Diet,NA,NA,North Sea,"Eichelbaum, E. (1909). Über Nahrung und Ernährungsorgane von Echinodermen (Doctoral dissertation, Christian-Albrechts-Universität Kiel).",NA,2,1909,2
Pagurus bernhardus,Detritus,Diet,NA,NA,North Atlantic,"Orton, J. H. (1927). On the Mode of Feeding of the Hermit-crab, Eupagurus Bernhardus, and some other Decapoda. Journal of the Marine Biological Association of the United Kingdom, 14(4), 909–921.",NA,1,1927,5
Pagurus bernhardus,Echinocardium cordatum,Diet,NA,NA,North Atlantic,"Hunt, O. D. (1925). The food of the bottom fauna of the Plymouth fishing grounds. Journal of the Marine Biological Association of the United Kingdom, 13(3), 560–599.","Feeds on several species that belongs or belonged to genus ""Echinocardium""",4,1925,2
Pagurus bernhardus,Macroalgae,Diet,NA,NA,North Atlantic,"Orton, J. H. (1927). On the Mode of Feeding of the Hermit-crab, Eupagurus Bernhardus, and some other Decapoda. Journal of the Marine Biological Association of the United Kingdom, 14(4), 909–921.",NA,1,1927,1
Pagurus bernhardus,Microalgae,Diet,NA,NA,North Atlantic,"Orton, J. H. (1927). On the Mode of Feeding of the Hermit-crab, Eupagurus Bernhardus, and some other Decapoda. Journal of the Marine Biological Association of the United Kingdom, 14(4), 909–921.",NA,1,1927,4
Pagurus bernhardus,Phytoplankton,Diet,NA,NA,North Sea,"Engelhard, G. H. et al. (2008). Fishing mortality versus natural predation on diurnally migrating sandeels Ammodytes marinus. - Mar. Ecol. Prog. Ser. 369: 213–227.",Filter feeding behaviour,1,2008,1
Pagurus bernhardus,Zooplankton,Diet,NA,NA,North Atlantic,"Orton, J. H. (1927). On the Mode of Feeding of the Hermit-crab, Eupagurus Bernhardus, and some other Decapoda. Journal of the Marine Biological Association of the United Kingdom, 14(4), 909–921.",NA,1,1927,3
Pandalina brevirostris,Detritus,Diet,NA,NA,North Atlantic,"Hunt, O. D. (1925). The food of the bottom fauna of the Plymouth fishing grounds. Journal of the Marine Biological Association of the United Kingdom, 13(3), 560–599.",NA,1,1925,1
Philocheras bispinosus bispinosus,Detritus,Diet,NA,NA,North Pacific,"Rice, R. L. (1980). Feeding habits of crangonid shrimps and some aspects of sediment-detrital food systems in lower Cook Inlet, Alaska.","[1] From different region / [2] Q4 / [3] Several species which belongs or belonged to genus ""Crangon"" are reported to feed on this prey",4,1980,2
Philocheras bispinosus bispinosus,Microalgae,Diet,NA,NA,North Pacific,"Rice, R. L. (1980). Feeding habits of crangonid shrimps and some aspects of sediment-detrital food systems in lower Cook Inlet, Alaska.","[1] From different region / [2] Q4 / [3] Several species which belongs or belonged to genus ""Crangon"" are reported to feed on this prey",4,1980,1
Platichthys flesus,Alosa fallax,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Clupea""",4,1940,6
Platichthys flesus,Aporrhais pespelecani,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Platichthys flesus,Arnoglossus laterna,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,2
Platichthys flesus,Buglossidium luteum,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Clupea harengus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,6
Platichthys flesus,Crangon allmanni,Diet,juveniles,NA,Baltic Sea,"Aarnio, K., Bonsdorff, E., & Rosenback, N. (1996). Food and feeding habits of juvenile flounder Platichthys flesus (L.), abd turbot Scophthalmus maximus L. in the åland archipelago, northern Baltic Sea. Journal of Sea Research, 36(3-4), 311-320.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1996,2
Platichthys flesus,Crangon crangon,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",NA,1,1940,8
Platichthys flesus,Echinocardium cordatum,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Platichthys flesus,Engraulis encrasicolus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Clupea""",4,1940,1
Platichthys flesus,Hippoglossoides platessoides,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Limanda limanda,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,2
Platichthys flesus,Liocarcinus holsatus,GlobiDataBase,NA,NA,NA,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",NA,4,2014,1
Platichthys flesus,Loligo vulgaris,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",Inferred from genus Loligo,4,2014,1
Platichthys flesus,Macroalgae,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,1
Platichthys flesus,Macrophyta,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,2
Platichthys flesus,Merlangius merlangus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Platichthys flesus,Microstomus kitt,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Myoxocephalus scorpius,GlobiDataBase,NA,NA,North Sea,"Hall SJ, Raffaelli D (1991) Food-web patterns: lessons from a species-rich web. J Anim Ecol 60:823-842",NA,4,1991,2
Platichthys flesus,Philocheras bispinosus bispinosus,Diet,juveniles,NA,Baltic Sea,"Aarnio, K., Bonsdorff, E., & Rosenback, N. (1996). Food and feeding habits of juvenile flounder Platichthys flesus (L.), abd turbot Scophthalmus maximus L. in the åland archipelago, northern Baltic Sea. Journal of Sea Research, 36(3-4), 311-320.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1996,1
Platichthys flesus,Phytoplankton,Dapstom,NA,NA,English Channel,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,1
Platichthys flesus,Platichthys flesus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,4
Platichthys flesus,Pleuronectes platessa,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,4
Platichthys flesus,Pomatoschistus minutus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",Prey species: Gobius minutus-> Pomatoschistus minutus,1,1940,7
Platichthys flesus,Scophthalmus maximus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Scophthalmus rhombus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Solea solea,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.","Feeds on several species that belongs or belonged to genus ""Pleuronectes""",4,1940,1
Platichthys flesus,Sprattus sprattus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,5
Platichthys flesus,Zooplankton,Diet,juveniles,NA,Baltic Sea,"Aarnio, K., Bonsdorff, E., & Rosenback, N. (1996). Food and feeding habits of juvenile flounder Platichthys flesus (L.), abd turbot Scophthalmus maximus L. in the åland archipelago, northern Baltic Sea. Journal of Sea Research, 36(3-4), 311-320.",NA,4,1996,2
Pleuronectes platessa,Amphiura filiformis,Diet,NA,NA,North Atlantic,"Hunt, O. D. (1925). The food of the bottom fauna of the Plymouth fishing grounds. Journal of the Marine Biological Association of the United Kingdom, 13(3), 560–599.",NA,1,1925,8
Pleuronectes platessa,Aphrodita aculeata,Diet,NA,NA,Atlantic Ocean,"Tyler, A. V. (1972). Food resource division among northern, marine, demersal fishes. Journal of the Fisheries Board of Canada, 29(7), 997-1003.",NA,1,1972,7
Pleuronectes platessa,Aporrhais pespelecani,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
